tool_name,arsenal_category,source_markdown_path,source_markdown_url,github_repo_url,project_url,black_hat_session_urls,twitter_handles,youtube_urls,lead_developers
cyber range,frameworks,frameworks/cyber_range.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/frameworks/cyber_range.md,https://github.com/secdevops-cuse/CyberRange,,https://www.blackhat.com/eu-19/arsenal/schedule/index.html#cyberrange-an-open-source-offensivedefensive-security-lab-in-aws-18229,@cappetta72,,Tom Cappetta
DefPloreX,frameworks,frameworks/defplorex.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/frameworks/defplorex.md,https://github.com/trendmicro/defplorex,http://blog.trendmicro.com/trendlabs-security-intelligence/defplorex-machine-learning-toolkit-large-scale-ecrime-forensics,http://www.toolswatch.org/2017/06/the-black-hat-arsenal-usa-2017-phenomenal-line-up-announced,@trendlabs,,Federico Maggi - Trend Micro https://github.com/phretor ; Marco Balduzzi - Trend Micro https://github.com/embyte ; Vincenzo Ciancaglini - Trend Micro ; Lion Gu - Trend Micro ; Ryan Flores - Trend Micro
docker security playground,frameworks,frameworks/docker_security_playground.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/frameworks/docker_security_playground.md,https://github.com/giper45/DockerSecurityPlayground,,https://www.toolswatch.org/2018/05/black-hat-arsenal-usa-2018-the-w0w-lineup,@g_per45,,Gaetano Perrone
Dradis Framework,frameworks,frameworks/dradis_framework.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/frameworks/dradis_framework.md,https://github.com/dradis/dradis-ce,http://discuss.dradisframework.org,https://www.toolswatch.org/2014/09/lineup-for-the-blackhat-arsenal-europe-2014 | https://www.toolswatch.org/2015/06/black-hat-arsenal-usa-2015-speakers-lineup | https://www.blackhat.com/us-16/arsenal.html#dradis-framework | http://www.toolswatch.org/2017/06/the-black-hat-arsenal-usa-2017-phenomenal-line-up-announced,@dradisfw,,Daniel Martin - Security Roots https://github.com/etdsoft ; Xavi Vila - Security Roots https://github.com/dormi ; Aaron Manaloto - Security Roots https://github.com/aapomm
Evilgrade,frameworks,frameworks/evilgrade.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/frameworks/evilgrade.md,https://github.com/infobyte/evilgrade,,https://www.toolswatch.org/badges/arsenal/2011.svg | http://www.blackhat.com/html/bh-us-10/bh-us-10-specialevents_arsenal.html,,,Francisco Amato - f-amato https://github.com/f-amato ; Federico Kirschbaum - fedek https://github.com/fedek
Exegol,frameworks,frameworks/exegol.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/frameworks/exegol.md,,,,,,Charlie Bromberg - Shutdown ; Mathieu Calemard du Gardin - Dramelac
halcyon ide,frameworks,frameworks/halcyon_ide.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/frameworks/halcyon_ide.md,https://github.com/s4n7h0/Halcyon,,http://www.toolswatch.org/2016/06/the-black-hat-arsenal-usa-2016-remarkable-line-up | http://www.toolswatch.org/2016/03/black-hat-arsenal-asia-2016-speakers-line-up,@s4n7h0,,Sanoop Thomas - s4n7h0
Kubebot,frameworks,frameworks/kubebot.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/frameworks/kubebot.md,https://github.com/anshumanbh/kubebot,,http://www.toolswatch.org/2017/06/the-black-hat-arsenal-usa-2017-phenomenal-line-up-announced,@anshuman_bh,,Anshuman Bhartiya - anshumanbh https://github.com/anshumanbh
Nightingale: Docker for Pentesters,frameworks,frameworks/nightingale.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/frameworks/nightingale.md,,,https://www.blackhat.com/asia-22/arsenal/schedule/index.html#nightingale-docker-for-pentesters-25856,,,Raja Nagori - https://github.com/RAJANAGORI
Lynis,hardening,hardening/lynis.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/hardening/lynis.md,https://github.com/CISOfy/lynis,https://cisofy.com/lynis,https://www.toolswatch.org/2014/09/lineup-for-the-blackhat-arsenal-europe-2014 | https://www.toolswatch.org/2015/06/black-hat-arsenal-usa-2015-speakers-lineup | http://www.toolswatch.org/2016/09/the-black-hat-arsenal-europe-2016-line-up,@mboelen,,Michael Boelen - CISOfy https://github.com/CISOfy
Sandbox,hardening,hardening/sandbox.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/hardening/sandbox.md,https://github.com/cloudflare/sandbox,https://cloudflare.com,https://www.blackhat.com/us-22/arsenal/schedule/index.html#sandboxing-in-linux-with-zero-lines-of-code-27289,@ignatkn,,Ignat Korchagin - Cloudflare https://github.com/cloudflare
Zeus,hardening,hardening/zeus.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/hardening/zeus.md,https://github.com/DenizParlak/Zeus,,https://www.toolswatch.org/2018/01/black-hat-arsenal-asia-2018-great-lineup,,,Deniz Parlak - @_denizparlak
BSODomizer HD,hardware_iot,hardware_iot/bsodomizer-hd.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/hardware_iot/bsodomizer-hd.md,https://github.com/joegrand/bsodomizer-hd-c5g,https://www.grandideastudio.com,https://www.toolswatch.org/2016/06/the-black-hat-arsenal-usa-2016-remarkable-line-up,@joegrand,,Joe Grand - Grand Idea Studio https://github.com/joegrand ; Zoz - Cannytrophic Design
EMBA - Embedded Analyzer,hardware_iot,hardware_iot/emba.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/hardware_iot/emba.md,https://github.com/e-m-b-a/emba,https://infosec.exchange/@securefirmware,,@securefirmware,,Michael Messner ; Pascal Eckmann
JTAGulator,hardware_iot,hardware_iot/jtagulator.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/hardware_iot/jtagulator.md,https://github.com/grandideastudio/jtagulator,https://www.grandideastudio.com,https://www.toolswatch.org/2014/06/black-hat-usa-2014-arsenal-tools-speaker-list | https://www.toolswatch.org/2016/09/the-black-hat-arsenal-europe-2016-line-up,@joegrand,,Joe Grand - Grand Idea Studio https://github.com/joegrand
OpticSpy,hardware_iot,hardware_iot/opticspy.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/hardware_iot/opticspy.md,,https://www.grandideastudio.com,http://www.toolswatch.org/2017/09/black-hat-arsenal-europe-2017-lineup,@joegrand,,Joe Grand - Grand Idea Studio https://github.com/joegrand
owasp securetea,hardware_iot,hardware_iot/owasp_securetea.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/hardware_iot/owasp_securetea.md,https://github.com/owasp-id/SecureTea,https://www.owasp.org/index.php/OWASP_SecureTea_Project,http://www.toolswatch.org/2018/01/black-hat-arsenal-asia-2018-great-lineup,@OwaspJakarta,,Bambang Rahmadi K.P ; Ade Yoseman Putra
WHID Injector,hardware_iot,hardware_iot/whid.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/hardware_iot/whid.md,https://github.com/whid-injector/WHID,https://medium.com/@LucaBongiorni,https://www.toolswatch.org/2017/09/black-hat-arsenal-europe-2017-lineup,,,Luca Bongiorni - https://twitter.com/LucaBongiorni ; Corey Harding - https://twitter.com/exploit_agency
DYODE,ics_scada,ics_scada/dyode.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/ics_scada/dyode.md,https://github.com/wavestone-cdt/dyode,http://www.wavestone.com,http://www.toolswatch.org/2017/06/the-black-hat-arsenal-usa-2017-phenomenal-line-up-announced | http://www.toolswatch.org/2017/09/black-hat-arsenal-europe-2017-lineup,@arnaudsoullie,,Arnaud SOULLIE - Wavestone
DotDumper,malware_research,malware_research/dotdumper.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/malware_research/dotdumper.md,https://github.com/advanced-threat-research/DotDumper,https://maxkersten.nl,https://www.blackhat.com/us-22/arsenal/schedule/#dotdumper-automatically-unpacking-dotnet-based-malware-27846 | https://www.blackhat.com/eu-22/arsenal/schedule/index.html#dotdumper-automatically-unpacking-dotnet-based-malware-29569,@Libranalysis,,Max Kersten - Trellix
FireEye Labs Obfuscated String Solver (FLOSS),malware_research,malware_research/floss.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/malware_research/floss.md,https://github.com/fireeye/flare-floss,https://www.fireeye.com,https://www.toolswatch.org/2016/06/the-black-hat-arsenal-usa-2016-remarkable-line-up | https://www.toolswatch.org/2016/09/the-black-hat-arsenal-europe-2016-line-up | https://www.toolswatch.org/2018/01/black-hat-arsenal-asia-2018-great-lineup | https://www.blackhat.com/asia-18/arsenal/schedule,@williballenthin | @m_r_tz,,William Ballenthin - @williballenthin ; Moritz Raabe - @m_r_tz
Libra's Binary Analysis Course,malware_research,malware_research/libra_binary_analysis _course.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/malware_research/libra_binary_analysis _course.md,,https://maxkersten.nl/binary-analysis-course,,@Libranalysis,,Max Kersten
Mobile Malware Mimicking Framework,malware_research,malware_research/m3.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/malware_research/m3.md,https://github.com/ThisIsLibra/m3,https://maxkersten.nl,https://www.blackhat.com/eu-21/arsenal/schedule/index.html#mobile-malware-mimicking-framework-24923 | https://www.blackhat.com/asia-22/arsenal/schedule/index.html#mobile-malware-mimicking-framework-25983,@Libranalysis,,Max Kersten
Malboxes,malware_research,malware_research/malboxes.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/malware_research/malboxes.md,https://github.com/GoSecure/malboxes,https://gosecure.net,https://www.toolswatch.org/2017/06/the-black-hat-arsenal-usa-2017-phenomenal-line-up-announced,@gosecure_inc,,"Olivier Bilodeau - GoSecure (GitHub, Twitter)"
Proc Info Lib,malware_research,malware_research/procInfo.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/malware_research/procInfo.md,https://github.com/objective-see/ProcInfo,https://objective-see.com,http://www.toolswatch.org/2017/06/the-black-hat-arsenal-usa-2017-phenomenal-line-up-announced,@patrickwardle,,Patrick Wardle - Objective-See
Shoggoth: Asmjit Based Polymorphic Encryptor,malware_research,malware_research/shoggoth.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/malware_research/shoggoth.md,https://github.com/frkngksl/Shoggoth,https://frkngksl.github.io,https://www.blackhat.com/eu-22/arsenal/schedule/index.html#shoggoth-asmjit-based-polymorphic-encryptor-29588,@R0h1rr1m,,Furkan Göksel
SniffMK,malware_research,malware_research/sniffMK.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/malware_research/sniffMK.md,https://github.com/objective-see/sniffMK,https://objective-see.com,http://www.toolswatch.org/2017/06/the-black-hat-arsenal-usa-2017-phenomenal-line-up-announced,@patrickwardle,,Patrick Wardle - Objective-See
Android Tamer,mobile_hacking,mobile_hacking/androidtamer.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/mobile_hacking/androidtamer.md,https://github.com/AndroidTamer/AndroidTamer,https://androidtamer.com,https://www.toolswatch.org/2015/10/black-hat-arsenal-europe-2015-line-up | https://www.toolswatch.org/2016/06/the-black-hat-arsenal-usa-2016-remarkable-line-up | https://www.toolswatch.org/2017/06/the-black-hat-arsenal-usa-2017-phenomenal-line-up-announced,@AndroidTamer,,Anant Shrivastava - https://github.com/Anantshri ; Chandrapal - https://github.com/Chan9390 ; Rahul Binjve - https://github.com/c0dist
BadIntent,mobile_hacking,mobile_hacking/badintent.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/mobile_hacking/badintent.md,https://github.com/mateuszk87/BadIntent,,https://www.blackhat.com/us-17/arsenal/schedule/#badintent---integrating-android-with-burp-8044,@mateuszk87,,Mateusz Khalil - https://github.com/mateuszk87/
Kwetza,mobile_hacking,mobile_hacking/kwetza.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/mobile_hacking/kwetza.md,https://github.com/sensepost/kwetza,https://sensepost.com,http://www.toolswatch.org/2017/06/the-black-hat-arsenal-usa-2017-phenomenal-line-up-announced,@brompwnie,,Chris Le Roy - SensePost https://github.com/sensepost
MobSF,mobile_hacking,mobile_hacking/mobsf.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/mobile_hacking/mobsf.md,https://github.com/MobSF/Mobile-Security-Framework-MobSF,https://ajinabraham.com,https://www.toolswatch.org/2015/03/black-hat-asia-2015-arsenal-speaker-list,@ajinabraham,,Ajin Abraham - OpenSecurity https://github.com/ajinabraham
Needle,mobile_hacking,mobile_hacking/needle.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/mobile_hacking/needle.md,https://github.com/mwrlabs/needle,https://labs.mwrinfosecurity.com,https://www.toolswatch.org/2016/06/the-black-hat-arsenal-usa-2016-remarkable-line-up | https://www.toolswatch.org/2016/09/the-black-hat-arsenal-europe-2016-line-up | http://www.toolswatch.org/2017/06/the-black-hat-arsenal-usa-2017-phenomenal-line-up-announced,@mwrneedle,,Marco Lancini - https://github.com/marco-lancini
objection,mobile_hacking,mobile_hacking/objection.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/mobile_hacking/objection.md,https://github.com/sensepost/objection,https://sensepost.com,http://www.toolswatch.org/2017/09/black-hat-arsenal-europe-2017-lineup,@leonjza,,Leon Jacobs - https://github.com/leonjza
Crowbar,network_attacks,network_attacks/crowbar.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/network_attacks/crowbar.md,https://github.com/galkan/crowbar,,https://www.blackhat.com/us-14/arsenal.html#Alkan | http://www.blackhat.com/us-15/arsenal.html#heybe-pentest-automation-toolkit,@gokhan_alkn,,Gokhan Alkan - https://github.com/galkan
DELTA,network_attacks,network_attacks/delta.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/network_attacks/delta.md,https://github.com/OpenNetworkingFoundation/DELTA,http://nss.kaist.ac.kr,https://www.blackhat.com/us-17/arsenal/schedule/#delta-sdn-security-evaluation-framework-7466,,,Seungsoo Lee [seungsoo-lee] - https://github.com/seungsoo-lee ; Jinwoo Kim [jinwoookim] - https://github.com/jinwoookim
DET,network_attacks,network_attacks/det.md,https://github.com/toolswatch/blackhat-arsenal-tools/blob/master/network_attacks/det.md,https://github.com/PaulSec/DET,,https://www.blackhat.com/us-16/arsenal.html#det,@PaulWebSec,,Paul Amar (@PaulWebSec) - https://github.com/PaulSec
